Digisol-DG-HR3400-300Mbps-Wireless-Broadband:
Manish Sharma,21 February 2019,Amazon,This router is good for usage on mobile and tablets even on laptops for emails and browsing. Also good for streaming content through firetv. But fails miserably when using business application like Skype for business. If you are on call with screenshare then god saves u. This router has less ram and not enough processor power so once network load increase throughout flactuates between 100mbps to 160 but never reach 300. Had to reboot several times. Got it replaced once but no luck my Tplink 841N is always better. Dont buy this router HR3400 instead buy Tplink 841 which has broadcom chip and stable reliable further is cheaper than this model.,Digisol-DG-HR3400-Wireless-Broadband-Router,No,No
Amazon Customer,17 September 2016,Amazon,Awsome product..i purchs 1 yr ago from amazon..guys product is just awsome..i hv 3 floor house..my and nearby 2house  also connect my router signl..routr signl is too strong...if u use brodband 512 kbps or up...guys purchs this product.digisol rocks.,Digisol-DG-HR3400-Wireless-Broadband-Router,No,No
Bilash Banerjee,26 July 2017,Amazon,Well I bought the digisol router 300mbps just yesterday and got it fixed. The area of wifi coverage does not match to what mentioned. Covers less than 200. Very average performance. Not liking it. Getting out returned.Ajay,Digisol-DG-HR3400-Wireless-Broadband-Router,No,No
Sujoy datta,20 August 2016,Amazon,Great one...Best in class.Covers a wide area..covers upto 100..I bought it in March...now also it is working fine.The installation is very much easier than anything!! I suggest this one.,Digisol-DG-HR3400-Wireless-Broadband-Router,No,No
Amazon Customer,15 August 2016,Amazon,It's an amazing product. I had my own doubts before I purchased this but so many positive reviews here on Amazon have compelled me to go for it. Was using a Belkin router 150 MBPS but honestly I never experienced the speed and the range that I experienced on this. My ISP is Act Corp Internet(Beam Tele) at 40 MBPS speed. I was completely dumbstruck at the speed I was getting on Digisol. All the apps on my mobile and the tablet are opening in fractions of seconds which is at least 4-5 times faster than my old router. Coming to the range none of the phones in the last few years have caught the wifi signal in my bedroom where the signals from the router has to pass through two heavy walls. I always had to come out of the room or switch on to 3G/4G to browse in my room. But after installing this router I'm getting the wifi signals in those spots of the room where I never got any in all these years and that too with amazing speeds. In fact I was really surprised if this is what the speed is. This router is a perfect justice for the 40 MBPS Interet unlike my old one. Thanks for all the positive reviews on Amazon that helped me making my decision.,Digisol-DG-HR3400-Wireless-Broadband-Router,No,No
Abhinav,2 November 2016,Amazon,Bakvass product i buy this router in march 2k16.Not working properly. No service center near me n custmer care no not ans my que worst compny i eve seen so dont buy this router.,Digisol-DG-HR3400-Wireless-Broadband-Router,No,No
NK.,24 April 2016,Amazon,It's awesome product @ diz price...cheers digisol,Digisol-DG-HR3400-Wireless-Broadband-Router,No,No
Deep,5 December 2015,Amazon,great one ...,Digisol-DG-HR3400-Wireless-Broadband-Router,No,No
Amazon Customer,9 August 2017,Amazon,Working well . Range is fine,Digisol-DG-HR3400-Wireless-Broadband-Router,No,No
Manish Sharma,22 October 2016,Amazon,awsm product  well working,Digisol-DG-HR3400-Wireless-Broadband-Router,No,No
Sushant,10 July 2016,Amazon,Go with this product,Digisol-DG-HR3400-Wireless-Broadband-Router,No,No
Gopal Krishna Tiwari,21 January 2016,Amazon,I am using this product from past 2 months. It works amazing. Range is strong enough to cover 5 floors. I live on 5 th floor  still down my building i catch it properly & can use it. Even modem is a bit small in size & by look its simple cool. I highly prefer to buy it. Even it does not have heating problem.,Digisol-DG-HR3400-Wireless-Broadband-Router,No,No

--------------------------------------------------
Digisol-DG-HR1020S-150Mbps-Wireless-Broadband:
Bunty,8 May 2018,Amazon,Works for 3G. Bit slow sometimes. Take care with dongle. Drops and poor handling can easily damage hardware. Technical repair is a hassle if this happens. I prefer to plug dongle direct to laptop rather than mains.,Digisol-DG-HR1020S-150Mbps-Wireless-Broadband,No,No
PNM,7 June 2015,Amazon,takes time to connect.sometimes has issues to make a successful connection so you need to go to the admin panel through your browser and check the signal status. Works fine most of the time  even the wifi speeds that it provides are decent.,Digisol-DG-HR1020S-150Mbps-Wireless-Broadband,No,No
Bunty,24 November 2018,Amazon,Not working after 6 months then I contacted services center and make repairs at free of cost,Digisol-DG-HR1020S-150Mbps-Wireless-Broadband,No,No
PNM,8 November 2018,Amazon,Not recommend,Digisol-DG-HR1020S-150Mbps-Wireless-Broadband,No,No
Sriraam,27 July 2016,Amazon,I have ordered this product for my hubi when sim is inserted it is not receiving signal only connected its not opening google or anything i may return if this is not resolved,Digisol-DG-HR1020S-150Mbps-Wireless-Broadband,No,No
BHARATH,15 July 2018,Amazon,west product,Digisol-DG-HR1020S-150Mbps-Wireless-Broadband,No,No
Amazon Customer,22 October 2018,Amazon,Nice product,Digisol-DG-HR1020S-150Mbps-Wireless-Broadband,No,No
Srikanth,10 June 2016,Amazon,working without any problem.,Digisol-DG-HR1020S-150Mbps-Wireless-Broadband,No,No
Ashutosh Kumar,25 July 2016,Amazon,Good product,Digisol-DG-HR1020S-150Mbps-Wireless-Broadband,No,No
Bunty,13 June 2016,Amazon,Good,Digisol-DG-HR1020S-150Mbps-Wireless-Broadband,No,No
PNM,2 March 2015,Amazon,Useful for users like me. Who wants to have internet access to multiple devices. And with power adapter also we can access the internet. Only thing is sometimes internet connection is getting lost. But may be due to signal or network issue. But overall satisfied. Thanks to my wife for giving me this when truly needed,Digisol-DG-HR1020S-150Mbps-Wireless-Broadband,No,No
Dinesh,4 August 2016,Amazon,does it support in mac operating system,Digisol-DG-HR1020S-150Mbps-Wireless-Broadband,No,No

--------------------------------------------------
Digisol-DG-WR3001N-Wireless-Range-Extender:
Keshav chandran,2 October 2017,Amazon,This is my second device after the same one lasted for the past 3.5 yrs and finally went kaput one fine day. I wanted to upgrade and bofuht a tp link dual band extender . Unfortunately it wasn't able to pick signal. So I ordered this again. Though it's not fancy and has a single band 2.4 ghz and claims to have upto 300mbps speeds  the most important feature is it's signal strength. It's able to pick signal from my router in the ground floor without line of sight and transmit it on the first floor where this is installed . This is the main reason for going for this model. Configuring was easy enough with wps on both ends.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Sridhar Sivaraman,26 September 2017,Amazon,I used it and I got a cd with it but no setup file.Thats the basic thing but got missed.I already have a digisol wifi router and I bought this to avoid any compatibility issues. But when I googled the setup all the videos have 2 different routers. In my case I have both as digisol. SO very confusing for me to setup this extender via LAN of my original digisol router.Need desperate help on step by step to setup this extender to my primary digisol wifi router via LAN cable.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Keshav chandran,26 April 2015,Amazon,Very good product. I purchased it from amazon after returning back the earlier brought tp link extender. TP Link extender did not worked even after repeated efforts. This works well  even though i did not had WNS option  it was quiet easy to set up  about 5 min or so. It works well with the main router and serves the purpose. Also the video streaming and surfing is at a very good speed  there is no drop in the speed. Very rarely there is a issue where in device gets stuck while conecting to this wifi signal with the error "Obtaining IP address". But this gets resolved after turning off the main modem and this modem and restarting both. I have removed one star for this but still its much better than other products in competetion. Overall i would recommend this product to others.RegardsSamarth,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Sridhar Sivaraman,28 January 2015,Amazon,I have a D- Link wifi modem. This is the only repeater that gets connected and provides good networking.I've tried TP-Link as well D-Link repeaters and none of them gets connected easily. Infact i was unable to get any internet connection thru TP-Link range extenders and the D-Link repeater has a very poor interface and security.The main problem is the life of the product. i've lost 4 repeaters to malfunctioning over 2.5 years. And I'm currently waiting for a replacement from the company.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Samarth,3 October 2016,Amazon,i got a Digisol Wireless Repeater through Amazon. It was installed yesterday by a technician from Actnet  who did the job injust 10 minutes. I am now able to receive good internet connectivity in my hall as well as upstairs  when I keep one windowopen. The product is simply magnificent. Earlier  I was not getting connectiity in the hall  due to signals being weak. But withthe Digisol Repeater  I am able to work with comfort and ease  and the connectiity and strength of signals is also excellent.A very good product  at a very cheap price. I would unhesitatingly recommend it to everyone in a home  as their WIFI routers/modemswill have a very limited range  and the Digisol repeater enables connectity to a greater area  exactly as advertised.Further  in reply to a communication to Help desk of Digisol  made yesterday night  I got a nice informative   helpful reply from Digisol.This clearly shows that this is one product you can go in for  without any second thought. I am happy I have bought this,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
sameer kaushal,19 February 2016,Amazon,Not very happy.have problem in connecting  without repeater I used to connect with 4-5 gadgets simultaneously(I am using Digisol modem with router ) but once I connected with the repeater I find it difficult even to connect with one gadget some times and I am forced to switch off the repeater at times.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Nataraj S K,30 November 2017,Amazon,Have two of these extender  easy to install and if one has an issue could call digisol customer services on a toll free number they will guide you. Have a huge house with stone walls and it works perfectly   able to stream videos and chat on face time  Skype and whats app calls. what more can one ask for,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Laxman,21 May 2018,Amazon,does the jobeasy to extend your wifican be used as a standalone router as wellfairy priced- price has been stable over the years- around 1500Please hit helpful if this was helpful.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Amazon Customer,22 September 2018,Amazon,Was looking for an Indian brand... so took this.. paid more than the competitors as it is an Indian product.. but the quality is less than average... connectivity is less.. no internet connection... product material quality is also less than average... sorry to say but not worth it.... 👎🏻,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Keshav chandran,18 March 2016,Amazon,Well  it is a good piece..But initially  I had trouble in incorporating it.No proper method has been given in the attached CD/brochure.Fron You tube demo I got the idea Now it is working fine.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Sridhar Sivaraman,15 July 2015,Amazon,I don't know why amazon  which is the number one in online sales and most trusted site  encourages such useless products. The repeater is such a useless product. First of all is is very difficult to connect the device  just to find that the range is just increased to a mere few yards. Just waste of money. It is working  hence couldn't be returned.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
P K BANERJEE,11 September 2017,Amazon,worst product i have ever seen we ordered material on 18th may 2017 and today is 11 sept 2017 and this product worked only for 3 months seller is giving 5 years warranty but no one is taking responsibility to change the product customers dont purchase this product at all,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Rajesh,28 November 2016,Amazon,its not helping me much.. it will divide your over all speed.. if you have 4mbps line ..then it will show on 2mbps speed if you test it through speedtest ..,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
abhishek,9 November 2017,Amazon,Excellent range. Easy installation. Due to internal antena no risk of damage. VFM. Go without any doubt.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Manish Shete,7 August 2017,Amazon,Works really nice. Installation was easy. Sometimes it throws tantrums  I switch it off and turn it on again  and it works fine then. I have installed it in the middle of my room and where the modem is. Works fine till 10 steps.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Amol V Mane,18 November 2016,Amazon,To say that anyone can use it  even folks who are not very tech savvy would be a lie. It's a decent product but setup wasn't easy for me.New laptops don't come with CD drive. Maybe the manufacturer can make setup files available online.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Amazon Customer,12 March 2015,Amazon,Working very well for last 3 days. Pros:1. Very small so no mess.2. Repeater role works perfectly well.3. Very easy to setup  not more than 2-3 mins.Cons: None so far,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Adi S.,21 January 2018,Amazon,amazing product. I am happy with it's performance,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Keshav chandran,16 December 2016,Amazon,Have been using this product for more than 3 months now. Its an amazing device which solve all the range related problems of wifi without compromising on speed. Must buy!! Small solution for a very big problem.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Sridhar Sivaraman,10 April 2015,Amazon,Excellent product from a good Indian company. Manufactured in India. Highly recommended.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Akash Bansal,5 May 2018,Amazon,Great product. Easy to use,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
CSK,25 February 2017,Amazon,Works at times and doesn't it's disappointingGives an orange signal even when connected VIA LAN,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
SAGAR G THOKALE,5 September 2016,Amazon,Excellent product. I am happy with it. Now I get full and strong wifi signal in every corner of the house! A great relief!!,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Rajesh Rao,24 April 2015,Amazon,A good product with limited extendability  as most repeaters are.Easy to install & helpful customer service.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Rangan Anantharaman,,10 February 2017,Amazon,Signal gets disconnected on interval of 2 -3 minutes. Thanks to Amazon who returned the product without a question.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
G.Rajagopal,10 February 2017,Amazon,Product CD came along only has PDF manual and not the setup wizard as the documentation says. Anyhow  installed it using Manual steps. Working perfectly fine.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Manmohan jha,17 May 2018,Amazon,Just average performance.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Keshav chandran,31 January 2015,Amazon,Does not configure to router...tried for 1 hr...return initiated in 1 hr of recieving,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Sridhar Sivaraman,16 September 2017,Amazon,Worst repeater I hv used.. finally returned,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
vinny,15 November 2017,Amazon,Really good product.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Rakesh Singh,21 November 2017,Amazon,this is a nice one.Working very fast and quick.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Mahesh Ramnani,22 March 2018,Amazon,ok,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Revansiddhakatte,12 June 2019,Amazon,put one onvif camera for cctv via jio as it got LAN  port .,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Sujan Patel,22 November 2015,Amazon,Excellent product. This wireless repeater has improved the availability of WiFi allover the flat including kitchen & balcony. Superb service by Amazon  received the product in 3days.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Addy,7 June 2019,Amazon,Best,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Amazon Customer,16 June 2016,Amazon,i purchased this product on jan 2016 from amazon .  its really amazing. the wifi speed is very fast as if from the modem . i have also suggested it to my friends .,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Keshav chandran,16 December 2015,Amazon,Sorry to say this. The product is not working even after configuring it multiple times. First time got highly dissatisfied for a product bought here.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Sridhar Sivaraman,5 April 2016,Amazon,Good for the price. No signal drop.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Saravana Kumar S,26 October 2018,Amazon,A good product,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
DilerSingh,13 April 2015,Amazon,Working as expected. Easy to set for wireless range extension.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Amazon Customer,30 November 2017,Amazon,Good praduct working perfectly.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Balaji Bysani,20 February 2015,Amazon,Superb range and usefull for extend your main router range.AMAZON IS BEST ONLINE SITE IN INDIA.THANK YOU AMAZON.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Amazon Customer,30 January 2015,Amazon,its good  range cover  all is well,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Avi,21 February 2016,Amazon,good,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
DILIP SEN,29 October 2015,Amazon,Flimsy build. It got knocked out of the plug by human error and the points broke. Did the job well otherwise.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Keshav chandran,17 December 2016,Amazon,Good,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Sridhar Sivaraman,30 April 2015,Amazon,A good product from digisol really it solved my problem,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Amazon Customer,30 November 2017,Amazon,Working as expected,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Rishi Raj Boipai,29 October 2016,Amazon,Easy setup but slow speed,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
srikanth,19 March 2015,Amazon,Good Product,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
rakesh,25 July 2017,Amazon,Good one... Easy to install n working fine...,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
binu balachandran,9 October 2017,Amazon,Not working,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Amazon Customer,16 February 2017,Amazon,Best Product. Value for money,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Mounica,10 May 2015,Amazon,I received it before stipulated time limit in perfectly good condition &It is working in very good condition.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Keshav chandran,8 December 2015,Amazon,Not working as per specification,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Sridhar Sivaraman,29 August 2016,Amazon,Nice product  good support  go for it...,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
shriniwas k,27 January 2016,Amazon,It has been commissioned and is working fine as of Now. Thanks.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Amit Patel,1 January 2016,Amazon,Works perfectly........good product......my wifi range almost doubled up.......cheers,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Vijay Bhalla,16 December 2016,Amazon,Installation  is easy....product is good,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Pratik Chandwadkar,30 December 2016,Amazon,best product with reasonable cost....,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
RAHUL S DESHMUKH,3 October 2015,Amazon,It was good...,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Amazon Customer,18 March 2015,Amazon,ok i am using for last 15 days.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
vijay singh,12 December 2016,Amazon,Good product at disable cost.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Keshav chandran,17 September 2016,Amazon,It's not working,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Sridhar Sivaraman,2 September 2016,Amazon,It is too good .,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Mukesh,2 September 2016,Amazon,It is awesom...!!!,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
sai,4 March 2016,Amazon,Good product,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Farhad,14 March 2017,Amazon,Works very well.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Amazon Customer,8 September 2016,Amazon,Good,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Reddy,24 April 2016,Amazon,Very Happy,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Patrick,13 December 2015,Amazon,Works like charm.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Suhas Atitkar,28 April 2015,Amazon,Very good experience,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Keshav chandran,8 February 2015,Amazon,Its upto my expectations,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Sridhar Sivaraman,22 April 2015,Amazon,Good product,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Nicola C.,25 May 2015,Amazon,I bought this item because my router was in the bedroom and the signal was somewhat weak in other rooms after passing through many walls. It was easy enough to set up as per the supplied instructions  and does what it's supposed to do  ie  boost the wifi signal. The only issue I have is that my phone prefers to stick with the less powerful router signal unless I manually turn off and on the wifi radio on the phone. Same goes for my Teewe device.  I feel it's a bit overpriced since routers are available for half the price but this is the cheapest repeater I could find  and there aren't too many in the market. I bought it for Rs.1359.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Amazon Customer,5 December 2015,Amazon,I bought this to replace the earlier Digisol Repeater taken about two years ago  which suddenly went 'kaput' one  fine morning.I could not locate the bill and warranty card of earlier one  so could not claim its free replacement  as it comes with life time warranty. So had to buy this new one.All is okay with this but find that On-Off switch is just not there in the new design  which is not good and you have to remove the plugged device altogether to re-start or shut it down.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
C Samuel,26 April 2015,Amazon,The installation was a bit problem esp Mac security. Now its working well range is good. At times u have to reconfigure it.WAPS configurations failed once for me.otherwise good for the price.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Vinod kumat,22 August 2014,Amazon,Working fine  as per specifications. The reception and transmission are excellant. Totally satisfied.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
DR GIRIJA SAJEEV,20 June 2014,Amazon,Increases the wifi range upto great extent and does its job well.Its multi-funtionality makes it stand apart from different range extenders,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Devendra Mohan,1 May 2015,Amazon,It didn't work as I expected.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
kuldeep,22 April 2015,Amazon,Sometimes we are unable to connect our phone to this product.....i switch it off and on this thing to make it work.....,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Keshav chandran,14 September 2016,Amazon,excellent Product,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Sridhar Sivaraman,18 January 2015,Amazon,good,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Sheshagirirao,4 August 2016,Amazon,Doesn't connect with my Wi-Fi,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
vinod kumar gupta,17 August 2014,Amazon,The repeater worked just as required without much effort,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
DEEPAK SUNDARIA,19 March 2015,Amazon,Best performance. Range extender works perfectly well for me on two floors without any problem now. Very simple to setup.,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Kenneth D'sa,2 May 2016,Amazon,Excellent device and true saviour for lack of Wi-Fi coverage. On 24x7 since last few months and working flawlessly! Kudos!!,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No
Vaibhav,4 April 2015,Amazon,Easy Setup  Signal is good Speed is good  but the rate is little bit higher,Digisol-DG-WR3001N-Wireless-Range-Extender,No,No

--------------------------------------------------
Digisol-DG-BG4300NU-Wireless-Broadband-Router:
Ravi Prakash Pandey,21 July 2018,Amazon,I have used several ADSL routers over past 12 years but this one from digisol is best of them. My location is about 3 kms from the BSNL exchange and earlier connection dropouts were common especially in summers and rainy season. But after installing this router that problem is now almost gone. In addition to that this router offers far more functionality than what BSNL issued modems provide.,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Amazon Customer,26 November 2018,Amazon,The white color was not available as shown in photo but the seller immediately called me as soon as I ordered this to ask if it's okay to send black color instead.The packaging and all was very neat and good.Now let's come to main pointThe durability - the modem is very durable and small so m happy with itRange - the range of this wi fi is similar to any other modem at this range but what makes it different is it's strength signal. It's full even from 3 room next to it.Made in India - that's what I liked the most. If something is made in India n worthy of it I always buy itObviously there are cons too for example the reset button I doubt it u can press it with hand n side power button looks like made of some cheap plastic quality but I definitely suggest this to anyone looking for modem n router at this price range cuz no problems on my end 👍,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Ravi Prakash Pandey,7 November 2017,Amazon,One of the best modems that I ever Purchased. Before purchasing this I had DLink Asus but didnt get this type of performance. Very easy to Install. Now Iam having fast Internet connection and using BSNL bradbandThanks to Digisol IndiaProud to say thatIts an Indian product,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Kavita Negi,2 November 2018,Amazon,A compact & sturdy ADSL2+ modem & router.Based on the newer N series with 300 Mbps network speed.Suports 3G dongles too.Carries 3 year warranty.Been using it with  my bsnl connection via landline.Has two 5db gain antennas for better & strong connection.,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Parshwanth Hegde,21 September 2018,Amazon,Configuring it took some time. The logo on the product still looks suspicious about the originality of the item. Though it is working fine.Even the web portal look different when connected through 192.168.1.1,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Neeraj Vishwakarma,24 March 2018,Amazon,So Far So Good with BSNL ADSL BB connection which is 10mbps speed. It has been week this modem has been setup. And the coverage of WiFi is pretty good also there is no connection drop issue. The modem interface is designed with web based UI and we have more options compared with other modem. Pretty good  modem made in INDIA.,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Sravan (Madhu),2 January 2019,Amazon,I bought this on june 2018 and writing it on jan 2019. I think it is a good product for me. I bought this for ₹1350/-. No any issue felt but I didn't felt any serious advantage of having the second antenna  ie; I can't feel any serious boost of the wifi network in my house with the two antenna while comparing with my previous one antenna modem. Maybe it is due to wifi traveling issue in my house (have lots of walls). But like i said i didn't feel any loss of speed even though the signal strength are low. Also our devices must be capable to grab the signal very well,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
ganesh,8 July 2018,Amazon,First time ever I am really dissatisfied with the packaging of Amazon India. The box as shown in the picture is damaged. This box was just inside a Plastic Packet and no separate carton box was given by the seller in this case to protect the original device box. Amazon insists on providing original covers tags etc while accepting a return but they should look into this lackadaisical approach of packaging by the seller.Coming to the device  it works justs brilliantly with my BSNL ADSL Line. Setting it up was a breeze and it provides good speed and coverage with its two antennas. I am receiving pretty decent coverage on my first floor room as well as through out the house with the device placed at a corner room in my house.The box consists of Router device  Power adapter  a splitter for adsl line and telephone  Short RJ45 cable  two telephone cables for connecting the device.It also has a quick start guide  a installer cd with step by step instructions on how to install the device properly.Just go for it you will not repent buying this device.,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Swali,7 August 2018,Amazon,The router is easy to set up and manage. Has three options for internet connection - ADSL  RJ45 and USB dongle support. I am using it with USB dongle at the moment and it is good for the purpose.But it does have one issue. It frequently redirects to Tata Docomo wired broadband site. At first I thought the issue is with my computer but no it happens on all my devices  all the phones and even my friends' laptops when browsing through this router. It is very annoying at times.,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Ravi Prakash Pandey,7 November 2018,Amazon,I my writing this review after years of utilization of this modem.Easy to install and high capacity and log distance frequency. Range almost first floor to third floor. Go with it...,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Amazon Customer,25 June 2017,Amazon,really awesome product and customer service is 2 good. i am use connect with dongle.,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Ravi kirti Didwania,20 June 2018,Amazon,Has been giving me problems from day one. The BSNL says the modem has a problem. Once a while the internet comes on for about 1 or 2 minutes and then dies off. The window for returns has already expired. Hope amazon does something about this.,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
rajeshwar j.,3 January 2019,Amazon,Very delicate  nice colour good coverage & speed as well  Awesome adsl modem+ router.And most importantly indigenous product in this range with usb port  double antennas. Happy with digisol product.Thanks to Amazon services very fast & reliable.Birhade Sanjay Harishchandra  Nashik  Maharashtra  India.,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Amazon Customer,28 December 2016,Amazon,Product made in India. Good one as per price.Range is good.At 12 m After crossing two walls It provides signal.24 x 7 running with normal heating. Easy installation.,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Sanjay Harishchandra Birhade, Nashik.,18 September 2015,Amazon,Good design  but rather limited range  into even next room  compared to my earlier TP-Link 150 MBPS  single antenna router. But sets up quite easily.,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Amazon Customer,17 July 2018,Amazon,Great product. Had to go online to customer service for installation procedure and they were very helpful. Working faultlessly and I have to commend the customer service of Digisol for guiding me through every step of the installation process.,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Nadeem,20 June 2018,Amazon,Best product for home use...Pros :-> Indian Product-> Customer service is really good-> No Heating or disconnection problem [normally it ll be switched on 24-48 hrs continuously]-> Best value buy for moneyCons :-> 2 layers walls = Low signal coverage,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Amazon Customer,24 January 2019,Amazon,product is good and made in India. If you want to convert  usb printer to wifi you need to buy TP link TD W 8968 to achieve this,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Ravi Prakash Pandey,14 June 2018,Amazon,@1240 it is a good buy. It works well and without any problem. Range is also fine. Cover all the three floors.,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
Amazon Customer,20 January 2019,Amazon,One of the few quality modems available in market for less price and its indian gives excellent range and connectivity,Digisol-DG-BG4300NU-Wireless-Broadband-Router,No,No
