Rating: 4 Review: One of the best network solution provider. You get variety of networking products and services.
Rating: 5 Review: Pioneers in manufacturing of networking products indigenously.  State of the art manufacturing facilities and best after sales support.
Rating: 5 Review: Best working place.. Provides good food
Rating: 5 Review: This is a 25 years old true make in India company who has manufacturing plants in Goa and specialises in both manufacturing of active and passive networking products
Rating: 5 Review: Very nice place
